COUNTRY.Name,INDEX_TYPE.Name,COICOP_1999.Name,TYPE_OF_TRANSFORMATION.Name,FREQUENCY.Name,SCALE.Name,TIME_PERIOD,OBS_VALUE
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q3,128.3281667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q4,129.5862667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q1,130.1381667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q2,133.5530667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q3,135.0736
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q4,136.3798333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q1,138.5077333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q2,141.2430333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q3,140.8956
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q4,142.2503667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q1,144.4993667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q2,145.9538
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q3,146.5674
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q4,147.6731
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q1,148.0784
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q2,149.3594
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q3,149.6836
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q4,149.527
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q1,149.6645333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q2,151.6534
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q3,152.6460667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q4,152.428
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q1,152.5681667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q2,154.1140667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q3,154.6451667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q4,155.3546333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q1,155.3647667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q2,156.7951667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q3,157.1923
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q4,158.1859667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q1,159.1792333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q2,160.3920333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q3,161.4228333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q4,163.3804333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q1,164.1148333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q2,165.8497
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q3,166.3845
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q4,167.4467667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q1,167.5441333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q2,169.9926333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q3,171.7787333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q4,173.3847
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q1,174.6300333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q2,177.4927667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q3,179.157
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q4,181.7612333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q1,185.4247333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q2,191.4817667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q3,196.4758
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q4,198.9035667
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q1,203.9336333
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q2,209.4928
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q3,211.739
Iceland,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q4,214.5896667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q1,74.73333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q2,75.3
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q3,75.53333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q4,76.23333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q1,77.36666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q2,78.26666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q3,77.46666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q4,77.76666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q1,78.16666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q2,78.63333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q3,78.56666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q4,79.5
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q1,81.76666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q2,80.4
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q3,80.06666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q4,80.46666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q1,80.6
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q2,81.06666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q3,81.03333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q4,81.46666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q1,81.4
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q2,82.3
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q3,82.46666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q4,82.96666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q1,83.23333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q2,84.26666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q3,84.3
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q4,85
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q1,84.06666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q2,84.53333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q3,84.43333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q4,86.16666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q1,87.03333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q2,87.26666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q3,88.4
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q4,89.23333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q1,89.16666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q2,90
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q3,90
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q4,90.5
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q1,91.8
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q2,92.33333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q3,91.66666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q4,92.56666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q1,93.06666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q2,93.66666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q3,93.03333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q4,93.33333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q1,93.83333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q2,94.03333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q3,93.36666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q4,94.46666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q1,95
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q2,95.86666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q3,96.16666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q4,96.63333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q1,97
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q2,97.66666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q3,98.23333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q4,98.6
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q1,98.9
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q2,99.83333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q3,100.2
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q4,101.0666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q1,102.0333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q2,103.3
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q3,104.2
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q4,104.6666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q1,104.6666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q2,105.4666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q3,105.7666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q4,106.0666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q1,106.7666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q2,108
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q3,109.2333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q4,109.6333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q1,109.9666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q2,110.6333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q3,111.0333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q4,111.4
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q1,111.2333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q2,111.9
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q3,112.7666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q4,112.8333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q1,114.5333333
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q2,115.0666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q3,116.7
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q4,118.0666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q1,118.9
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q2,121.7666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q3,124.5666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q4,125.9
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q1,126.7666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q2,129.6666667
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q3,130.2
Norway,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q4,131.6
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q1,259.0466667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q2,260.86
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q3,260.7333333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2000-Q4,262.6033333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q1,262.98
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q2,267.9666667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q3,268.13
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2001-Q4,269.2666667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q1,270.0033333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q2,273.2733333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q3,273.0666667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2002-Q4,275.06
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q1,278.0633333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q2,278.3633333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q3,277.3966667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2003-Q4,278.5966667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q1,278.21
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q2,279.4933333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q3,278.9466667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2004-Q4,279.9266667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q1,278.9466667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q2,280.32
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q3,280.41
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2005-Q4,281.96
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q1,281.1266667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q2,284.5866667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q3,284.87
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2006-Q4,286.31
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q1,286.5966667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q2,289.74
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q3,290.4
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2007-Q4,295.3066667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q1,295.8733333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q2,300.7333333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q3,302.84
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2008-Q4,302.5366667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q1,298.21
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q2,298.9866667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q3,298.55
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2009-Q4,300.2933333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q1,300.25
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q2,301.76
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q3,301.91
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2010-Q4,305.97
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q1,308.0933333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q2,311.58
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q3,311.9233333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2011-Q4,314.12
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q1,313.5233333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q2,315.0566667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q3,313.8633333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2012-Q4,314.34
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q1,313.3466667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q2,314.1866667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q3,314.1466667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2013-Q4,314.5466667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q1,312.2566667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q2,314.2133333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q3,313.6233333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2014-Q4,313.8766667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q1,312.29
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q2,313.5766667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q3,313.4333333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2015-Q4,314.0833333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q1,314.3233333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q2,316.13
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q3,316.6733333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2016-Q4,318.5933333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q1,318.97
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q2,321.75
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q3,323.4966667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2017-Q4,324.2166667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q1,324.38
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q2,327.86
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q3,330.3666667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2018-Q4,330.9966667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q1,330.4566667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q2,334.51
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q3,335.38
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2019-Q4,336.6933333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q1,333.7333333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q2,334.8833333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q3,337.3033333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2020-Q4,337.77
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q1,338.88
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q2,340.91
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q3,343.9866667
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2021-Q4,348.98
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q1,354.64
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q2,366.2633333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q3,377.4333333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2022-Q4,389.31
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q1,395.1333333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q2,402.2033333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q3,406.5633333
Sweden,Consumer price index (CPI),All Items,Index,Quarterly,Units,2023-Q4,410.92
